GUID,GEOGDESC,Male,Female,Total
2AE1962917C513A3E055000000000001,Mohernagh,840,3204,3389
2AE1962917B413A3E055000000000001,Nantinan,870,2447,1835
2AE1962917B813A3E055000000000001,Pallaskenry,871,2148,1386
2AE1962917D213A3E055000000000001,Rathkeale Rural,824,783,2071
2AE1962917D313A3E055000000000001,Rathkeale Urban,532,862,2424
2AE1962917D613A3E055000000000001,Riddlestown,135,2256,2695
2AE1962917DB13A3E055000000000001,Shanagolden,575,299,4757
2AE1962917DC13A3E055000000000001,Shanid,474,796,1699
2AE19629177213A3E055000000000001,Bilboa,1,2374,1233
2AE19629178A13A3E055000000000001,Doon South,733,1505,1148
2AE1962917A913A3E055000000000001,Grean,925,1943,1248
2AE1962917B713A3E055000000000001,Oola,819,2834,1951
2AE1962917C813A3E055000000000001,Templebredon,716,2894,1302
2AE196291C5113A3E055000000000001,Nenagh East Urban,794,3649,362
2AE196291C7013A3E055000000000001,Nenagh West Urban,783,1347,3804
2AE196291C0B13A3E055000000000001,Templemore,425,1515,4825
2AE196291C1913A3E055000000000001,Thurles Urban,242,1893,29
2AE1962919FF13A3E055000000000001,Aglishcloghane,571,352,4654
2AE196291A2B13A3E055000000000001,Ballingarry,701,1900,3811
2AE19629199813A3E055000000000001,Ballylusky,974,1201,3843
2AE196291C1B13A3E055000000000001,Borrisokane,642,2300,804
2AE196291C4713A3E055000000000001,Carrig,431,2400,76
2AE196291C6813A3E055000000000001,Cloghjordan,151,1031,166
2AE196291C6913A3E055000000000001,Cloghprior,404,1604,3157
2AE196291C6A13A3E055000000000001,Clohaskin,549,3730,1934
2AE196291C1413A3E055000000000001,Finnoe,752,46,3672
2AE196291C4113A3E055000000000001,Graigue,175,317,4493
2AE196291C6013A3E055000000000001,Kilbarron,26,840,3238
2AE196291C4313A3E055000000000001,Lorrha East,79,2211,1112
2AE196291C4413A3E055000000000001,Lorrha West,916,2738,229
2AE196291C4D13A3E055000000000001,Mertonhall,828,1007,1730
2AE196291C9413A3E055000000000001,Rathcabban,678,1887,3458
2AE196291BED13A3E055000000000001,Redwood,704,2327,832
2AE196291BF513A3E055000000000001,Riverstown,680,1742,3764
2AE196291C0E13A3E055000000000001,Terryglass,998,2463,3486
2AE196291C4613A3E055000000000001,Uskane,814,3333,834
2AE1962919FD13A3E055000000000001,Abington,896,3993,4259
2AE1962919FE13A3E055000000000001,Aghnameadle,222,2179,1
2AE196291A0C13A3E055000000000001,Ardcrony,807,1135,2872
2AE196291A2113A3E055000000000001,Ballina,677,1296,1771
2AE19629198D13A3E055000000000001,Ballygibbon,4,2550,1053
2AE19629199913A3E055000000000001,Ballymackey,415,1541,3002
2AE196291BF913A3E055000000000001,Ballynaclogh,451,1124,2028
2AE196291C1013A3E055000000000001,Birdhill,970,3122,1223
2AE196291C3013A3E055000000000001,Burgesbeg,436,3122,2671
2AE196291C4813A3E055000000000001,Carrigatogher,712,3165,582
2AE196291C5513A3E055000000000001,Castletown,698,3117,1113
2AE196291BF213A3E055000000000001,Derrycastle,240,1076,3685
2AE196291BFC13A3E055000000000001,Dolla,530,1107,1528
3576C59998334152E0530100007F0280,Greenhall / Lackagh,667,3835,2918
2AE196291C6B13A3E055000000000001,Kilcomenty,408,683,2345
2AE196291C8213A3E055000000000001,Kilkeary,745,2812,2883
2AE196291BE913A3E055000000000001,Killoscully,332,1600,1769
2AE196291BEA13A3E055000000000001,Kilmore,844,2981,4615
2AE196291BFE13A3E055000000000001,Kilnaneave,927,2318,1572
2AE196291BFF13A3E055000000000001,Kilnarath,98,1886,1040
2AE196291C2013A3E055000000000001,Knigh,224,2330,2595
2AE196291C2C13A3E055000000000001,Latteragh,556,372,4556
2AE196291C5913A3E055000000000001,Monsea,669,1014,1518
2AE196291C6F13A3E055000000000001,Nenagh Rural,929,2901,3429
2AE196291C7A13A3E055000000000001,Newport,406,278,3141
2AE196291C0213A3E055000000000001,Templederry,758,3619,4333
2AE196291C4E13A3E055000000000001,Youghalarra,655,3172,2569
2AE196291C1113A3E055000000000001,Borrisnafarney,721,3624,3630
2AE196291C1A13A3E055000000000001,Borrisnoe,574,69,1585
2AE196291C2513A3E055000000000001,Bourney East,772,2582,1115
2AE196291C2613A3E055000000000001,Bourney West,749,1485,4783
2AE196291C8513A3E055000000000001,Killavinoge,747,3140,1108
2AE196291C8F13A3E055000000000001,Killea,74,3269,4499
2AE196291BEC13A3E055000000000001,Rathnaveoge,357,3445,2664
2AE196291BF713A3E055000000000001,Roscrea,848,2896,2658
2AE196291C2113A3E055000000000001,Timoney,728,2671,2840
2AE196291A2D13A3E055000000000001,Ballycahill,668,1329,4137
2AE196291BF813A3E055000000000001,Ballymurreen,34,2034,659
2AE196291C1C13A3E055000000000001,Borrisoleigh,779,716,2823
2AE196291C0613A3E055000000000001,Drom,130,753,1616
2AE196291C1D13A3E055000000000001,Foilnaman,708,2738,2536
2AE196291C3313A3E055000000000001,Glenkeen,342,2516,3733
2AE196291C3F13A3E055000000000001,Gortkelly,556,324,4714
2AE196291C5613A3E055000000000001,Holycross,152,1828,12
2AE196291C5713A3E055000000000001,Inch,364,3561,3030
2AE196291C0A13A3E055000000000001,Kilrush,97,3550,142
2AE196291C3713A3E055000000000001,Littleton,776,2709,1199
2AE196291C4213A3E055000000000001,Longfordpass,626,1220,4850
2AE196291C4B13A3E055000000000001,Loughmoe,513,412,4074
2AE196291C6213A3E055000000000001,Moyaliff,645,430,2427
2AE196291C6313A3E055000000000001,Moycarky,682,364,15
2AE196291C6413A3E055000000000001,Moyne,964,1708,4729
2AE196291C9313A3E055000000000001,Rahelty,5,2237,4781
2AE196291C0D13A3E055000000000001,Templetouhy,890,1993,4232
2AE196291C1813A3E055000000000001,Thurles Rural,81,1728,3784
2AE196291C3A13A3E055000000000001,Twomileborris,501,1771,1021
2AE196291C4513A3E055000000000001,Upperchurch,746,615,2281
2AE196291C3E13A3E055000000000001,Carrickbeg Urban,77,892,2357
2AE196291C3D13A3E055000000000001,Carrick-on-Suir Urban,269,3866,4239
2AE196291C5413A3E055000000000001,Cashel Urban,377,3926,1967
2AE196291C5013A3E055000000000001,Clonmel East Urban,393,3548,4195
2AE196291C8013A3E055000000000001,Clonmel West Urban,197,114,1217
2AE196291C2213A3E055000000000001,Tipperary East Urban,861,414,3718
2AE196291C2413A3E055000000000001,Tipperary West Urban,92,558,3598
2AE196291C3C13A3E055000000000001,Carrick-on-Suir Rural,361,3173,2392
2AE196291C2813A3E055000000000001,Garrangibbon,657,3891,193
2AE196291BF413A3E055000000000001,Kilmurry,117,2657,124
2AE196291C8613A3E055000000000001,Newtown,862,524,2488
2AE196291A1513A3E055000000000001,Ardmayle,462,514,616
2AE196291A2013A3E055000000000001,Ardsallagh,736,382,4215
2AE196291C0413A3E055000000000001,Ballysheehan,683,423,3896
2AE196291C5313A3E055000000000001,Cashel Rural,811,276,1705
2AE196291C5E13A3E055000000000001,Clogher,167,256,2446
2AE196291C7613A3E055000000000001,Cloneen,945,1414,1846
2AE196291C8113A3E055000000000001,Clonoulty East,810,1954,4885
2AE196291C8D13A3E055000000000001,Clonoulty West,314,2628,568
2AE196291C8E13A3E055000000000001,Colman,861,2119,3192
2AE196291BE713A3E055000000000001,Cooleagh,816,869,1210
2AE196291C0513A3E055000000000001,Drangan,600,902,4459
2AE196291C4F13A3E055000000000001,Fethard,626,1706,749
2AE196291C1E13A3E055000000000001,Gaile,501,2292,1595
2AE196291C4013A3E055000000000001,Graigue,784,3950,2534
2AE196291C4913A3E055000000000001,Greystown,487,430,3290
2AE196291C9013A3E055000000000001,Killeenasteena,605,1658,2056
2AE196291C9113A3E055000000000001,Killenaule,283,3595,2438
2AE196291C0913A3E055000000000001,Kilpatrick,652,754,211
2AE196291C2A13A3E055000000000001,Knockgraffon,255,1725,3318
2AE196291C4C13A3E055000000000001,Magorban,893,3467,3973
2AE196291C8713A3E055000000000001,Nodstown,78,3152,805
2AE196291C8813A3E055000000000001,Oughterleague,198,1350,4108
2AE196291C8913A3E055000000000001,Peppardstown,594,3225,1093
2AE196291C3913A3E055000000000001,Tullamain,45,2602,742
2AE196291A1413A3E055000000000001,Ardfinnan,738,2021,4591
2AE196291A2C13A3E055000000000001,Ballybacon,938,2166,4615
2AE196291C0313A3E055000000000001,Ballyporeen,955,683,4766
2AE196291C3113A3E055000000000001,Burncourt,338,2878,378
2AE196291C3213A3E055000000000001,Caher,765,41,830
2AE196291C5D13A3E055000000000001,Clogheen,215,1,1734
2AE196291BE613A3E055000000000001,Coolagarranroe,969,2146,3924
2AE196291BFB13A3E055000000000001,Derrygrath,861,695,1487
2AE196291C6C13A3E055000000000001,Kilcommon,58,557,660
2AE196291C7713A3E055000000000001,Kilcoran,472,1668,687
2AE196291C5A13A3E055000000000001,Mortlestown,636,89,4801
2AE196291C7913A3E055000000000001,Newcastle,509,2017,4153
2AE196291C2D13A3E055000000000001,Tubbrid,834,3888,3793
2AE196291C2E13A3E055000000000001,Tullaghmelan,841,2337,4629
2AE196291C3813A3E055000000000001,Tullaghorton,953,294,1833
2AE196291A3813A3E055000000000001,Ballyclerahan,528,3911,2850
2AE196291C7F13A3E055000000000001,Clonmel Rural,788,3342,2831
2AE196291C5F13A3E055000000000001,Inishlounaght,208,686,1572
2AE196291C6113A3E055000000000001,Kilcash,138,2779,2912
3576C59999824152E0530100007F0280,Kilsheelan / Killaloan,388,793,176
2AE196291C1613A3E055000000000001,Kiltinan,836,608,1737
2AE196291C3613A3E055000000000001,Lisronagh,308,878,211
2AE196291A0B13A3E055000000000001,Anner,911,2669,4964
2AE196291A2213A3E055000000000001,Ballingarry,333,436,3353
2AE196291BFA13A3E055000000000001,Ballyphilip,192,2986,388
2AE196291C2F13A3E055000000000001,Buolick,900,1658,1679
2AE196291BE813A3E055000000000001,Crohane,278,1654,2621
2AE196291C1213A3E055000000000001,Farranrory,953,24,746
2AE196291C1313A3E055000000000001,Fennor,51,655,2239
2AE196291C6D13A3E055000000000001,Kilcooly,548,3579,139
2AE196291C1F13A3E055000000000001,Kilvemnon,296,1560,1780
2AE196291C5813A3E055000000000001,Modeshil,959,1552,3120
2AE196291C6E13A3E055000000000001,Mullinahone,363,2170,4670
2AE196291C7113A3E055000000000001,New Birmingham,787,1836,3298
2AE196291C9213A3E055000000000001,Poyntstown,695,1578,4513
2AE196291A3713A3E055000000000001,Ballycarron,492,3098,4451
2AE19629198E13A3E055000000000001,Ballygriffin,56,1574,552
2AE19629198F13A3E055000000000001,Ballykisteen,822,554,1068
2AE196291C0F13A3E055000000000001,Bansha,636,2456,3459
2AE196291C2713A3E055000000000001,Bruis,835,478,2486
2AE196291C3B13A3E055000000000001,Cappagh,848,3684,298
2AE196291C7513A3E055000000000001,Clonbeg,684,3730,2360
2AE196291BF013A3E055000000000001,Cullen,508,2082,3583
2AE196291BF113A3E055000000000001,Curraheen,627,200,2413
2AE196291BFD13A3E055000000000001,Donohill,633,3432,3758
2AE196291C0713A3E055000000000001,Drumwood,675,3270,3123
2AE196291C0813A3E055000000000001,Emly,485,2088,3745
2AE196291C2913A3E055000000000001,Glengar,141,9,2421
2AE196291C3413A3E055000000000001,Golden,89,2324,24
2AE196291C7813A3E055000000000001,Kilfeakle,955,2144,167
2AE196291C8313A3E055000000000001,Killadriffe,503,2111,1380
2AE196291BF313A3E055000000000001,Kilmucklin,270,2051,2728
2AE196291C3513A3E055000000000001,Lattin,777,3414,3590
2AE196291BEB13A3E055000000000001,Rathlynin,933,1692,795
2AE196291BF613A3E055000000000001,Rodus,35,3925,537
2AE196291C0013A3E055000000000001,Shronell,846,1837,2483
2AE196291C0113A3E055000000000001,Solloghodbeg,542,754,2237
2AE196291C0C13A3E055000000000001,Templeneiry,917,1347,2751
2AE196291C1713A3E055000000000001,Thomastown,695,840,66
2AE196291C2313A3E055000000000001,Tipperary Rural,835,517,4967
2AE196291B7E13A3E055000000000001,Ballybeg North,186,2453,1629
3576C59997034152E0530100007F0280,Ballybeg South / Ballynaneashagh,283,916,281
2AE196291B8013A3E055000000000001,Ballybricken West,795,3999,2976
2AE196291B8113A3E055000000000001,Ballymaclode,284,288,765
2AE196291B8213A3E055000000000001,Ballynakill,247,3822,1686
2AE196291B8E13A3E055000000000001,Ballytruckle,608,2324,312
2AE196291B8F13A3E055000000000001,Bilberry,140,176,4647
2AE196291B9013A3E055000000000001,Centre A,545,1384,4759
2AE196291B9113A3E055000000000001,Centre B,546,342,1808
2AE196291B9213A3E055000000000001,Cleaboy,629,3704,2454
2AE196291B9313A3E055000000000001,Custom House A,910,21,4866
2AE196291B9413A3E055000000000001,Custom House B,537,1374,2969
2AE196291B9513A3E055000000000001,Farranshoneen,763,1340,2650
2AE196291B9613A3E055000000000001,Ferrybank,584,2293,1157
2AE196291BA213A3E055000000000001,Gracedieu,501,2650,3831
2AE196291BC013A3E055000000000001,Grange North,246,2030,2484
2AE196291BA313A3E055000000000001,Grange South,494,2341,2183
2AE196291BA413A3E055000000000001,Grange Upper,204,598,4854
2AE196291BA513A3E055000000000001,Kilbarry,845,3780,4683
2AE196291BA613A3E055000000000001,Kingsmeadow,167,73,4439
2AE196291BA713A3E055000000000001,Larchville,716,1630,4200
2AE196291BA813A3E055000000000001,Lisduggan,459,1937,3162
2AE196291BA913A3E055000000000001,Military Road,331,3076,2894
2AE196291BAA13A3E055000000000001,Morrisson's Avenue East,190,3030,1860
2AE196291BAB13A3E055000000000001,Morrisson's Avenue West,848,3411,2526
2AE196291BAC13A3E055000000000001,Morrisson's Road,372,887,1515
2AE196291BAD13A3E055000000000001,Mount Sion,221,3126,4999
2AE196291BAE13A3E055000000000001,Newport's Square,868,1694,2868
2AE196291BAF13A3E055000000000001,Newtown,700,338,3809
2AE196291BB813A3E055000000000001,Park,495,220,4492
2AE196291BB913A3E055000000000001,Poleberry,539,2130,2837
2AE196291BBA13A3E055000000000001,Roanmore,132,196,1389
2AE196291BBB13A3E055000000000001,Shortcourse,804,3493,1608
2AE196291BBC13A3E055000000000001,Slievekeale,363,1047,4919
2AE196291BBD13A3E055000000000001,The Glen,417,2167,4026
2AE196291BBE13A3E055000000000001,Ticor North,230,3418,2912
2AE196291BBF13A3E055000000000001,Ticor South,251,376,260
2AE196291B3913A3E055000000000001,Dungarvan No. 1 Urban,81,1594,886
2AE196291B3A13A3E055000000000001,Dungarvan No. 2 Urban,427,694,3624
2AE196291C6613A3E055000000000001,Ballydurn,136,206,1385
2AE196291C9613A3E055000000000001,Carrickbeg Rural,938,304,2923
2AE196291BEE13A3E055000000000001,Clonea,121,3521,1460
2AE196291B4813A3E055000000000001,Fenoagh,941,265,3936
2AE196291B5E13A3E055000000000001,Glen,820,886,2551
2AE196291BB613A3E055000000000001,Kilmeadan,544,966,4950
2AE196291B1513A3E055000000000001,Mothel,387,1865,4131
2AE196291B2E13A3E055000000000001,Portlaw,987,3737,4629
2AE196291B2F13A3E055000000000001,Rathgormuck,912,2916,4948
2AE196291B3F13A3E055000000000001,Ross,939,3621,2157
2AE196291C7B13A3E055000000000001,Ballymacarbry,887,3427,4802
2AE196291B6C13A3E055000000000001,Graignagower,680,3136,3421
2AE196291B7813A3E055000000000001,Gurteen,267,2432,3492
2AE196291BA013A3E055000000000001,Kilmacomma,179,2773,2842
2AE196291BB713A3E055000000000001,Kilronan,933,2967,2688
2AE196291B4B13A3E055000000000001,St. Mary's,186,2520,3807
2AE196291C5B13A3E055000000000001,Aird Mhór,76,3506,4508
2AE196291C7C13A3E055000000000001,Baile Mhac Airt,950,353,4651
2AE196291C8B13A3E055000000000001,Bohadoon,373,243,3825
2AE196291C8C13A3E055000000000001,Cappagh,624,873,1118
2AE196291BE313A3E055000000000001,Carriglea,72,302,1013
2AE196291BEF13A3E055000000000001,Clonea,400,3825,2245
2AE196291B1E13A3E055000000000001,Colligan,966,808,489
2AE196291B2013A3E055000000000001,Coumaraglin,708,1031,4051
2AE196291B2B13A3E055000000000001,Dromana,583,2349,1253
2AE196291B2C13A3E055000000000001,Dromore,904,2711,106
2AE196291B3B13A3E055000000000001,Dungarvan Rural,554,2662,3194
2AE196291B7A13A3E055000000000001,Keereen,618,2238,701
2AE196291BD613A3E055000000000001,Knockaunbrandaun,541,2500,330
2AE196291B0A13A3E055000000000001,Modelligo,362,2838,3238
2AE196291B1713A3E055000000000001,Mountstuart,111,875,3660
2AE196291B3E13A3E055000000000001,An Rinn,232,1054,343
2AE196291B4A13A3E055000000000001,Seskinan,785,431,524
2AE196291B7013A3E055000000000001,Whitechurch,703,1345,4397
2AE196291C5213A3E055000000000001,Annestown,964,3150,2957
2AE196291C7413A3E055000000000001,Ballylaneen,552,1228,1104
2AE196291C9713A3E055000000000001,Carrigcastle,915,3187,4282
2AE196291B1F13A3E055000000000001,Comeragh,26,1202,954
2AE196291B3C13A3E055000000000001,Dunhill,884,2565,3726
2AE196291B4913A3E055000000000001,Fews,331,304,3502
2AE196291B5213A3E055000000000001,Fox's Castle,786,2285,707
2AE196291B5313A3E055000000000001,Gardenmorris,943,538,2951
2AE196291B5413A3E055000000000001,Georgestown,631,356,4797
2AE196291B7C13A3E055000000000001,Kilbarrymeaden,102,1431,3725
2AE196291BA113A3E055000000000001,Kilmacthomas,288,3969,1265
2AE196291BD713A3E055000000000001,Knockmahon,385,1277,1742
2AE196291B1613A3E055000000000001,Mountkennedy,15,833,2121
2AE196291B2213A3E055000000000001,Newtown,73,3356,3503
2AE196291B5513A3E055000000000001,Stradbally,646,2126,1931
2AE196291B6213A3E055000000000001,Tinnasaggart,595,3168,2750
2AE196291C6513A3E055000000000001,Ballyduff,299,3462,1965
2AE196291C6713A3E055000000000001,Ballyhane,430,2260,2480
2AE196291C7313A3E055000000000001,Ballyin,889,1813,2909
2AE196291C7E13A3E055000000000001,Ballynamult,536,676,3760
2AE196291C8A13A3E055000000000001,Ballysaggartmore,375,805,397
2AE196291C9513A3E055000000000001,Cappoquin,582,339,1668
2AE196291BE413A3E055000000000001,Castlerichard,670,1214,2089
2AE196291B3813A3E055000000000001,Drumroe,463,855,1800
2AE196291B6013A3E055000000000001,Gortnapeaky,89,1046,4586
2AE196291B8A13A3E055000000000001,Kilcockan,494,1918,1951
2AE196291BC713A3E055000000000001,Kilwatermoy East,115,131,4
2AE196291BC813A3E055000000000001,Kilwatermoy West,102,2633,3232
2AE196291BD813A3E055000000000001,Lismore Rural,606,3376,4318
2AE196291B6313A3E055000000000001,Lismore Urban,510,1634,3650
2AE196291BD913A3E055000000000001,Mocollop,883,3923,4483
2AE196291B0913A3E055000000000001,Modelligo,885,2125,2244
2AE196291B5613A3E055000000000001,Tallow,823,1661,408
2AE196291C7D13A3E055000000000001,Ballynakill (Part Rural),928,1765,3758
2AE196291B2D13A3E055000000000001,Drumcannon,92,2664,2509
2AE196291B4713A3E055000000000001,Faithlegg (Part Rural),325,2609,319
2AE196291B7913A3E055000000000001,Islandikane,919,434,157
2AE196291B7B13A3E055000000000001,Kilbarry (Part Rural),744,107,2539
2AE196291B8B13A3E055000000000001,Killea,601,1716,1251
2AE196291B8C13A3E055000000000001,Killoteran,56,2878,4887
2AE196291B9F13A3E055000000000001,Kilmacleague,86,1899,4288
2AE196291BB513A3E055000000000001,Kilmeadan,993,384,2781
2AE196291B2113A3E055000000000001,Newcastle,492,722,1708
2AE196291B2313A3E055000000000001,Pembrokestown,683,2547,4763
2AE196291B3013A3E055000000000001,Rathmoylan,979,1517,1900
2AE196291B3D13A3E055000000000001,Reisk,128,2465,2615
2AE196291B6F13A3E055000000000001,Tramore,807,2852,109
2AE196291B7D13A3E055000000000001,Woodstown,167,1023,80
2AE196291C5C13A3E055000000000001,Ardmore,874,3286,3981
2AE196291C7213A3E055000000000001,Ballyheeny,437,1070,3455
2AE196291BE513A3E055000000000001,Clashmore,639,714,3287
2AE196291B5F13A3E055000000000001,Glenwilliam,908,2871,1304
2AE196291B6D13A3E055000000000001,Grallagh,451,940,2865
2AE196291B6E13A3E055000000000001,Grange,331,1235,2929
2AE196291BC913A3E055000000000001,Kinsalebeg,638,355,2344
2AE196291B6113A3E055000000000001,Templemichael,119,2184,2110
2AE19629235A13A3E055000000000001,Ballybaan,688,3082,2785
2AE19629235B13A3E055000000000001,Baile an Bhriotaihg,968,817,1315
2AE19629235C13A3E055000000000001,Bearna,469,3672,4789
2AE19629235D13A3E055000000000001,An Caisleán Gearr,344,2159,4327
2AE19629235E13A3E055000000000001,Claddagh,306,3225,1346
2AE19629235F13A3E055000000000001,Dangan,944,3947,682
2AE19629236013A3E055000000000001,Eyre Square,553,3054,1355
2AE19629236113A3E055000000000001,An Cnocán Carrach,467,3934,1664
2AE19629236F13A3E055000000000001,Lough Atalia,724,278,3899
2AE19629237013A3E055000000000001,Mionlach,289,377,3956
2AE19629237113A3E055000000000001,Mervue,880,733,2903
2AE19629237213A3E055000000000001,Murroogh,531,1447,2150
2AE19629237313A3E055000000000001,Newcastle,628,1584,791
2AE19629237413A3E055000000000001,Nuns Island,228,1162,248
2AE19629237513A3E055000000000001,Rahoon,971,143,1951
2AE19629237613A3E055000000000001,Renmore,830,2706,4140
2AE19629237713A3E055000000000001,Rockbarton,787,1340,2507
2AE19629238413A3E055000000000001,Paróiste San Nicoláis,473,1592,4903
2AE19629238213A3E055000000000001,Salthill,577,1544,4348
2AE19629238313A3E055000000000001,Shantalla,346,1347,428
